Ticker,Company Name,Theme,Sub Theme,Assignment
ROST,"Ross Stores, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
ROST,"Ross Stores, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
RPD,"Rapid7, Inc.",Cybersecurity,Cybersecurity - Application Security,Primary
RPD,"Rapid7, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Secondary
RPM,RPM International Inc.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
RPM,RPM International Inc.,Industrials & Construction,Industrials - Building Products & HVAC,Secondary
RRC,Range Resources Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
RRC,Range Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
RRX,Regal Rexnord Corp,Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Primary
RS,"Reliance, Inc.",Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
RS,"Reliance, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Secondary
RSG,"Republic Services, Inc.",Environmental Sustainability,Environmental - Waste Management & Recycling,Primary
RSI,"Rush Street Interactive, Inc.",Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary
RSI,"Rush Street Interactive, Inc.",Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary
RTX,Rtx Corp,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
RTX,Rtx Corp,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Secondary
RUN,Sunrun Inc.,Energy - Renewable,Energy Clean - Solar,Primary
RVTY,"Revvity, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
RVTY,"Revvity, Inc.",Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Secondary
RXRX,"Recursion Pharmaceuticals, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Primary
RXT,"Rackspace Technology, Inc.",Cloud Computing,Cloud - Multi-Cloud Management,Primary
RYAN,"Ryan Specialty Holdings, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
RYN,Rayonier Inc.,Environmental Sustainability,Environmental - Sustainable Agriculture & Resource Management,Primary
S,"Sentinelone, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Primary
S,"Sentinelone, Inc.",Cybersecurity,"Cybersecurity - Endpoint, Identity & Zero Trust",Secondary
SAIA,Saia Inc,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
SAIC,Science Applications International Corp,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
SAIC,Science Applications International Corp,Business Services & Consulting,Consulting,Secondary
SAIL,"Sailpoint, Inc.",Cybersecurity,"Cybersecurity - Endpoint, Identity & Zero Trust",Primary
SAM,"Boston Beer Co, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
SANA,"Sana Biotechnology, Inc.",Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
SAP,Sap Se,Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary
SARO,"StandardAero, Inc.",Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
SBAC,Sba Communications Corp,Telecommunications,Telecom - Infrastructure & Equipment,Primary
SBAC,Sba Communications Corp,Real Estate & REITs,Real Estate - Digital Infrastructure,Secondary
SBLK,Star Bulk Carriers Corp.,Transportation & Logistics,Transportation - Marine Shipping & Ports,Primary
SBRA,"Sabra Health Care Reit, Inc.",Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
SBRA,"Sabra Health Care Reit, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Secondary
SBSW,Sibanye Stillwater Ltd,Commodities - Metals,Comm Metals - Precious Metals,Primary
SBUX,Starbucks Corp,Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
SCCO,Southern Copper Corp/,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
SCCO,Southern Copper Corp/,Commodities - Metals,Comm Metals - Industrial & Base Metals,Secondary
SCHW,Schwab Charles Corp,FinTech & Digital Finance,FinTech - Trading Platforms & WealthTech,Primary
SCI,Service Corp International,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
SEDG,"Solaredge Technologies, Inc.",Energy - Renewable,Energy Clean - Solar,Primary
SEDG,"Solaredge Technologies, Inc.",Smart Home & IoT,Smart Home - Energy & Utilities,Secondary
SEER,"Seer, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
SEIC,SEI Investments Co,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
SERV,Serve Robotics Inc. /De/,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
SERV,Serve Robotics Inc. /De/,Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Secondary
SES,Ses Ai Corp,Electric Vehicles & Mobility,EVs - Batteries & Materials,Primary
SF,Stifel Financial Corp,Financials - Traditional,Fin Trad - Capital Markets & Investment Banking,Primary
SFIX,"Stitch Fix, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary
SFM,"Sprouts Farmers Market, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Primary
SFM,"Sprouts Farmers Market, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Secondary
SGHC,Super Group (Sghc) Ltd,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Primary
SGI,Somnigroup International Inc.,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
SGML,Sigma Lithium Corp,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary
SHC,Sotera Health Co,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
SHEL,Shell Plc,Energy - Traditional,Energy Base - Integrated Energy Majors,Primary
SHEL,Shell Plc,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Secondary
SHOP,Shopify Inc.,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
SHOP,Shopify Inc.,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary
SHW,Sherwin-Williams Co,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
SHW,Sherwin-Williams Co,Industrials & Construction,Industrials - Building Products & HVAC,Secondary
SIG,Signet Jewelers Ltd,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
SIGI,"Selective Insurance Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
SIMO,Silicon Motion Technology Corp,Semiconductors,Semis - Emerging Technologies,Primary
SIRI,Sirius Xm Holdings Inc.,Digital Entertainment & Media,Entertainment - Video Streaming,Primary
SITM,Sitime Corp,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
SJM,J M Smucker Co,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Primary
SKIL,Skillsoft Corp.,Education Technology,"Education - Platforms, Infrastructure & Online Learning",Primary
SKT,Tanger Inc.,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
SLAB,Silicon Laboratories Inc.,Semiconductors,Semis - Wireless & Connectivity,Primary
SLAB,Silicon Laboratories Inc.,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary
SLB,Schlumberger Limited/Nv,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
SLB,Schlumberger Limited/Nv,Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Secondary
SLDP,"Solid Power, Inc.",Electric Vehicles & Mobility,EVs - Batteries & Materials,Primary
SLDP,"Solid Power, Inc.",Nanotechnology,NanoTech - Energy & Environment,Secondary
SLG,Sl Green Realty Corp,Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
SLGN,Silgan Holdings Inc.,Industrials & Construction,Industrials - Packaging & Containers,Primary
SLM,SLM Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
SLQT,"Selectquote, Inc.",FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Primary
SMCI,"Super Micro Computer, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Primary
SMG,Scotts Miracle-Gro Co,Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Primary
SMPL,Simply Good Foods Co,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
SMR,Nuscale Power Corp,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
SMR,Nuscale Power Corp,Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Secondary
SMTC,Semtech Corp,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Primary
SN,"Sharkninja, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
SNA,Snap-On Inc,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
SNAP,Snap Inc,E-commerce,E-commerce - Online Marketplaces & Recommerce,Primary
SNAP,Snap Inc,Artificial Intelligence,"AI - Ads, Search & Recommendations",Secondary
SNDK,Sandisk Corp,Semiconductors,Semis - Memory & Storage,Primary
SNDK,Sandisk Corp,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Secondary
SNDR,"Schneider National, Inc.",Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
SNOW,Snowflake Inc.,Cloud Computing,Cloud - Hyperscalers & Platforms,Primary
SNOW,Snowflake Inc.,Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Secondary
SNPS,Synopsys Inc,Semiconductors,Semis - EDA Tools & Design Software,Primary
SNPS,Synopsys Inc,Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Secondary
SNX,TD Synnex Corp,Industrials & Construction,Industrials - Distribution & Rental Services,Primary
SNX,TD Synnex Corp,Hardware,Hardware - Data Center Infrastructure & Servers,Secondary
SO,Southern Co,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
SO,Southern Co,Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Secondary
SOFI,"Sofi Technologies, Inc.",FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary
SOFI,"Sofi Technologies, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Secondary
SOLS,"Solstice Advanced Materials, Inc.",Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
SOLS,"Solstice Advanced Materials, Inc.",Nanotechnology,NanoTech - Consumer & Industrial Products,Secondary
SOLV,Solventum Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
SON,Sonoco Products Co,Environmental Sustainability,Environmental - Waste Management & Recycling,Primary
SONO,Sonos Inc,Smart Home & IoT,Smart Home - Connected Devices & Appliances,Primary
SONO,Sonos Inc,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
SONY,Sony Group Corp,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
SOUN,"Soundhound Ai, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Primary
SOUN,"Soundhound Ai, Inc.",Smart Home & IoT,Smart Home - Automation & Control Systems,Secondary
SPCB,Supercom Ltd,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
SPCE,"Virgin Galactic Holdings, Inc",Space Tech,"Space - Infrastructure, Exploration & Launch",Primary
SPG,Simon Property Group Inc /De/,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
SPGI,S&P Global Inc.,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
SPIR,"Spire Global, Inc.",Defense & Aerospace,Defense - Space Technology & Satellite Services,Primary
SPIR,"Spire Global, Inc.",Space Tech,Space - Data Analytics & Earth Observation,Secondary
SPOT,Spotify Technology S.A.,Digital Entertainment & Media,Entertainment - Video Streaming,Primary
SPWR,SunPower Inc. -,Energy - Renewable,Energy Clean - Solar,Primary
SPXC,"SPX Technologies, Inc.",Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
SPXC,"SPX Technologies, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Secondary
SQM,Chemical & Mining Co Of Chile Inc,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
SQM,Chemical & Mining Co Of Chile Inc,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Secondary
SR,Spire Inc.,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
SR,Spire Inc.,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
SRAD,Sportradar Group Ag,Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary
SRAD,Sportradar Group Ag,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary
SRE,Sempra,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
SRE,Sempra,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
SSB,Southstate Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
SSD,"Simpson Manufacturing Co., Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Primary
SSYS,Stratasys Ltd.,Hardware,Hardware - Next-Gen & Specialty,Primary
SSYS,Stratasys Ltd.,Hardware,Hardware - Printing & Imaging,Secondary
ST,Sensata Technologies Holding Plc,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary
STAG,"Stag Industrial, Inc.",Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Primary
STE,Steris Plc,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
STEM,"Stem, Inc.",Energy - Renewable,Energy Clean - Batteries & Storage,Primary
STEM,"Stem, Inc.",Smart Home & IoT,Smart Home - Energy & Utilities,Secondary
STKH,Steakholder Foods Ltd.,Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
STLD,Steel Dynamics Inc,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
STLD,Steel Dynamics Inc,Commodities - Metals,Comm Metals - Recycling & Circular Materials,Secondary
STM,Stmicroelectronics N.V.,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
STM,Stmicroelectronics N.V.,Semiconductors,Semis - Emerging Technologies,Secondary
STRL,"Sterling Infrastructure, Inc.",Industrials & Construction,Industrials - Engineering & Construction,Primary
STRL,"Sterling Infrastructure, Inc.",Cloud Computing,Cloud - Data Centers & Infrastructure,Secondary
STT,State Street Corp,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
STWD,"Starwood Property Trust, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
STX,Seagate Technology Holdings Plc,Semiconductors,Semis - Memory & Storage,Primary
STX,Seagate Technology Holdings Plc,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Secondary
STZ,"Constellation Brands, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
SUI,Sun Communities Inc,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
SVM,Silvercorp Metals Inc,Commodities - Metals,Comm Metals - Precious Metals,Primary
SW,Smurfit Westrock Plc,Industrials & Construction,Industrials - Packaging & Containers,Primary
SWK,"Stanley Black & Decker, Inc.",Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
SWK,"Stanley Black & Decker, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Secondary
SWKS,"Skyworks Solutions, Inc.",Semiconductors,Semis - Wireless & Connectivity,Primary
SWKS,"Skyworks Solutions, Inc.",Telecommunications,"Telecom - 5G, Wireless & Carriers",Secondary
SWX,"Southwest Gas Holdings, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
SWX,"Southwest Gas Holdings, Inc.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
SYF,Synchrony Financial,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
SYF,Synchrony Financial,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Secondary
SYK,Stryker Corp,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary
SYK,Stryker Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Secondary
SYM,Symbotic Inc.,Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Primary
SYM,Symbotic Inc.,Industrial Automation & Robotics,Automation - Smart Logistics & Warehouse Automation,Secondary
SYNA,Synaptics Inc,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Primary
SYNA,Synaptics Inc,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Secondary
SYY,Sysco Corp,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
T,At&T Inc.,Telecommunications,Telecom - Cloud & Edge Connectivity,Primary
T,At&T Inc.,Telecommunications,"Telecom - 5G, Wireless & Carriers",Secondary
TAL,Tal Education Group,Education Technology,Education - Digital Curriculum,Primary
TAP,Molson Coors Beverage Co,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
TBCH,Turtle Beach Corp,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
TCBI,"Texas Capital Bancshares, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
TDC,Teradata Corp /De/,Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary
TDC,Teradata Corp /De/,Software,"Software - Data, Analytics & DevOps",Secondary
TDG,Transdigm Group Inc,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
TDG,Transdigm Group Inc,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
TDOC,"Teladoc Health, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
TDUP,Thredup Inc.,E-commerce,E-commerce - Online Marketplaces & Recommerce,Primary
TDUP,Thredup Inc.,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Secondary
TDY,Teledyne Technologies Inc,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary
TDY,Teledyne Technologies Inc,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary
TE,T1 Energy Inc.,Electric Vehicles & Mobility,EVs - Batteries & Materials,Primary
TEAM,Atlassian Corp,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
TEAM,Atlassian Corp,Cloud Computing,Cloud - Hyperscalers & Platforms,Secondary
TECH,Bio-Techne Corp,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
TECH,Bio-Techne Corp,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Secondary
TECK,Teck Resources Ltd,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary
TEL,Te Connectivity Plc,Hardware,Hardware - Industrial & IoT,Primary
TEM,"Tempus Ai, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
TENB,"Tenable Holdings, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Primary
TENB,"Tenable Holdings, Inc.",Software,"Software - Data, Analytics & DevOps",Secondary
TER,"Teradyne, Inc",Semiconductors,"Semis - Testing, Packaging & Assembly",Primary
TER,"Teradyne, Inc",Industrial Automation & Robotics,Automation - Factory & Process Automation Systems,Secondary
TEX,Terex Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
TFC,Truist Financial Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
TFII,Tfi International Inc.,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
TFPM,Triple Flag Precious Metals Corp.,Commodities - Metals,Comm Metals - Precious Metals,Primary
TGT,Target Corp,E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
TGT,Target Corp,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary
THC,Tenet Healthcare Corp,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
THG,"Hanover Insurance Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
THO,"Thor Industries, Inc.",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
THRM,Gentherm Inc,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
TJX,"TJX Companies, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
TJX,"TJX Companies, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
TKO,"TKO Group Holdings, Inc.",Digital Entertainment & Media,Entertainment - Video Streaming,Primary
TKR,Timken Co,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
TLN,Talen Energy Corp,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Primary
TLRY,"Tilray Brands, Inc.",Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
TME,Tencent Music Entertainment Group,Digital Entertainment & Media,Entertainment - Video Streaming,Primary
TMHC,Taylor Morrison Home Corp,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
TMO,Thermo Fisher Scientific Inc.,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
TMO,Thermo Fisher Scientific Inc.,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Secondary
TMUS,"T-Mobile Us, Inc.",Telecommunications,"Telecom - 5G, Wireless & Carriers",Primary
TMUS,"T-Mobile Us, Inc.",Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary
TNDM,Tandem Diabetes Care Inc,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
TNGX,"Tango Therapeutics, Inc.",Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Primary
TNL,Travel + Leisure Co.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
TOL,"Toll Brothers, Inc.",Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
TOST,"Toast, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
TOST,"Toast, Inc.",Software,Software - Vertical SaaS Platforms,Secondary
TPL,Texas Pacific Land Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
TPL,Texas Pacific Land Corp,Commodities - Energy,Comm Energy - Crude Oil,Secondary
TPR,"Tapestry, Inc.",Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
TREX,"Trex Co, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Primary
TRGP,Targa Resources Corp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
TRGP,Targa Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
TRI,Thomson Reuters Corp /Can/,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
TRMB,Trimble Inc.,Hardware,Hardware - Industrial & IoT,Primary
TRMB,Trimble Inc.,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Secondary
TRNO,Terreno Realty Corp,Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Primary
TROW,Price T Rowe Group Inc,Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Primary
TRU,Transunion,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
TRUP,"Trupanion, Inc.",FinTech & Digital Finance,FinTech - InsurTech & Embedded Insurance,Primary
TRV,"Travelers Companies, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
TSAT,Telesat Corp,Telecommunications,Telecom - Satellite & Space Communication,Primary
TSAT,Telesat Corp,Space Tech,"Space - Infrastructure, Exploration & Launch",Secondary
TSCO,Tractor Supply Co,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
TSCO,Tractor Supply Co,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Secondary
TSLA,"Tesla, Inc.",Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Primary
TSLA,"Tesla, Inc.",Energy - Renewable,Energy Clean - Batteries & Storage,Secondary
TSM,Taiwan Semiconductor Manufacturing Co Ltd,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Primary
TSN,"Tyson Foods, Inc.",Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
TSN,"Tyson Foods, Inc.",Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Secondary
TT,Trane Technologies Plc,Industrials & Construction,Industrials - Building Products & HVAC,Primary
TT,Trane Technologies Plc,Cloud Computing,Cloud - Data Centers & Infrastructure,Secondary
TTC,Toro Co,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
TTD,"Trade Desk, Inc.",E-commerce,E-commerce - Retail Media & Advertising,Primary
TTD,"Trade Desk, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Secondary
TTE,Totalenergies Se,Energy - Traditional,Energy Base - Integrated Energy Majors,Primary
TTE,Totalenergies Se,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Secondary
TTEK,"Tetra Tech, Inc.",Industrials & Construction,Industrials - Engineering & Construction,Primary
TTEK,"Tetra Tech, Inc.",Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Secondary
TTMI,"TTM Technologies, Inc.",Hardware,Hardware - Industrial & IoT,Primary
TTMI,"TTM Technologies, Inc.",Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
TTWO,Take Two Interactive Software Inc,Software,Software - Gaming & Platforms,Primary
TTWO,Take Two Interactive Software Inc,Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Secondary
TW,Tradeweb Markets Inc.,FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
TWLO,Twilio Inc,Telecommunications,Telecom - Enterprise & Unified Communications,Primary
TWLO,Twilio Inc,Cloud Computing,Cloud - Hyperscalers & Platforms,Secondary
TWST,Twist Bioscience Corp,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
TXG,"10X Genomics, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
TXG,"10X Genomics, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Secondary
TXN,Texas Instruments Inc,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
TXN,Texas Instruments Inc,Hardware,Hardware - Industrial & IoT,Secondary
TXNM,"TXNM Energy, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
TXRH,"Texas Roadhouse, Inc.",Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
TXT,Textron Inc,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Primary
TXT,Textron Inc,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Secondary
TYL,Tyler Technologies Inc,Software,Software - Vertical SaaS Platforms,Primary
U,Unity Software Inc.,Software,Software - Vertical SaaS Platforms,Primary
U,Unity Software Inc.,Software,Software - Gaming & Platforms,Secondary
UAA,"Under Armour, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
UAA,"Under Armour, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
UAL,"United Airlines Holdings, Inc.",Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
UAL,"United Airlines Holdings, Inc.",Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Secondary
UAN,"Cvr Partners, Lp",Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
