Ticker,Company Name,Theme,Sub Theme,Assignment
A,"Agilent Technologies, Inc.",Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
AA,Alcoa Corp,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
AAL,American Airlines Group Inc.,Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
AAON,"AAON, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Primary
AAON,"AAON, Inc.",Cloud Computing,Cloud - Data Centers & Infrastructure,Secondary
AAPL,Apple Inc.,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
AAPL,Apple Inc.,Hardware,Hardware - Next-Gen & Specialty,Secondary
ABAT,American Battery Technology Co,Commodities - Metals,Comm Metals - Recycling & Circular Materials,Primary
ABAT,American Battery Technology Co,Electric Vehicles & Mobility,EVs - Batteries & Materials,Secondary
ABBV,Abbvie Inc.,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Primary
ABNB,"Airbnb, Inc.",Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary
ABT,Abbott Laboratories,Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
ABT,Abbott Laboratories,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Secondary
ACA,"Arcosa, Inc.",Industrials & Construction,Industrials - Construction Materials & Aggregates,Primary
ACA,"Arcosa, Inc.",Energy - Renewable,Energy Clean - Wind,Secondary
ACGL,Arch Capital Group Ltd.,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
ACHR,Archer Aviation Inc.,Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
ACI,"Albertsons Companies, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
ACI,"Albertsons Companies, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
ACIW,"Aci Worldwide, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
ACLS,Axcelis Technologies Inc,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
ACM,Aecom,Business Services & Consulting,Consulting,Primary
ACN,Accenture Plc,Business Services & Consulting,Consulting,Primary
ADBE,Adobe Inc.,Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
ADBE,Adobe Inc.,E-commerce,E-commerce - Platforms,Secondary
ADC,Agree Realty Corp,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
ADI,Analog Devices Inc,Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
ADI,Analog Devices Inc,Hardware,Hardware - Industrial & IoT,Secondary
ADM,Archer-Daniels-Midland Co,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
ADM,Archer-Daniels-Midland Co,Agriculture & FoodTech,Agriculture - Alternative Proteins,Secondary
ADP,"Automatic Data Processing, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
ADP,"Automatic Data Processing, Inc.",Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Secondary
ADSK,"Autodesk, Inc.",Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Primary
ADSK,"Autodesk, Inc.",Software,Software - Vertical SaaS Platforms,Secondary
ADT,Adt Inc.,Smart Home & IoT,Smart Home - Automation & Control Systems,Primary
ADT,Adt Inc.,Smart Home & IoT,Smart Home - Connected Devices & Appliances,Secondary
ADTN,"Adtran Holdings, Inc.",Hardware,Hardware - Communications & Telecom,Primary
AEE,Ameren Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
AEIS,Advanced Energy Industries Inc,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
AEIS,Advanced Energy Industries Inc,Hardware,Hardware - Industrial & IoT,Secondary
AEM,Agnico Eagle Mines Ltd,Commodities - Metals,Comm Metals - Gold,Primary
AEM,Agnico Eagle Mines Ltd,Commodities - Metals,Comm Metals - Precious Metals,Secondary
AEP,American Electric Power Co Inc,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
AEP,American Electric Power Co Inc,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Secondary
AES,Aes Corp,Energy - Renewable,Energy Clean - Wind,Primary
AES,Aes Corp,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
AEVA,"Aeva Technologies, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
AFG,"American Financial Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AFL,Aflac Inc,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AFRM,"Affirm Holdings, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
AG,First Majestic Silver Corp,Commodities - Metals,Comm Metals - Precious Metals,Primary
AGCO,Agco Corp /De,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
AGCO,Agco Corp /De,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
AGRO,Adecoagro S.A.,Commodities - Agriculture,"Comm Agri - Grains, Oilseeds & Softs",Primary
AGRO,Adecoagro S.A.,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Secondary
AHR,"American Healthcare REIT, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary
AI,"C3.Ai, Inc.",Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary
AI,"C3.Ai, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary
AIG,"American International Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AIOT,"Powerfleet, Inc.",Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Primary
AIT,"Applied Industrial Technologies, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
AIZ,"Assurant, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AJG,Arthur J. Gallagher & Co.,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AKAM,Akamai Technologies Inc,Telecommunications,Telecom - Cloud & Edge Connectivity,Primary
AKAM,Akamai Technologies Inc,Cloud Computing,Cloud - Data Centers & Infrastructure,Secondary
ALB,Albemarle Corp,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
ALB,Albemarle Corp,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Secondary
ALGM,"Allegro Microsystems, Inc.",Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
ALGM,"Allegro Microsystems, Inc.",Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Secondary
ALGN,"Align Technology, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
ALGT,Allegiant Travel Co,Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
ALK,"Alaska Air Group, Inc.",Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary
ALL,Allstate Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
ALLE,Allegion Plc,Smart Home & IoT,Smart Home - Automation & Control Systems,Primary
ALLE,Allegion Plc,Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary
ALLY,Ally Financial Inc.,FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
ALRM,"Alarm.Com Holdings, Inc.",Smart Home & IoT,Smart Home - Automation & Control Systems,Primary
ALRM,"Alarm.Com Holdings, Inc.",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary
ALT,"Altimmune, Inc.",Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
ALV,"Autoliv, Inc.",Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
AM,Antero Midstream Corp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary
AM,Antero Midstream Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
AMAT,Applied Materials Inc /De,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
AMAT,Applied Materials Inc /De,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Secondary
AMBA,Ambarella Inc,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary
AMBA,Ambarella Inc,Industrial Automation & Robotics,Robotics - Sensors & Vision Systems,Secondary
AMCR,Amcor Plc,Industrials & Construction,Industrials - Packaging & Containers,Primary
AMD,Advanced Micro Devices Inc,Semiconductors,Semis - Emerging Technologies,Primary
AMD,Advanced Micro Devices Inc,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary
AME,Ametek Inc/,Hardware,Hardware - Industrial & IoT,Primary
AME,Ametek Inc/,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Secondary
AMG,"Affiliated Managers Group, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
AMGN,Amgen Inc,Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary
AMGN,Amgen Inc,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Secondary
AMH,American Homes 4 Rent,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
AMKR,"Amkor Technology, Inc.",Semiconductors,"Semis - Testing, Packaging & Assembly",Primary
AMP,"Ameriprise Financial, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
AMR,"Alpha Metallurgical Resources, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
AMSC,American Superconductor Corp /De/,Energy - Renewable,Energy Clean - Wind,Primary
AMT,American Tower Corp /Ma/,Telecommunications,Telecom - Infrastructure & Equipment,Primary
AMT,American Tower Corp /Ma/,Real Estate & REITs,Real Estate - Digital Infrastructure,Secondary
AMTX,"Aemetis, Inc",Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary
AMTX,"Aemetis, Inc",Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary
AMWL,American Well Corp,Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary
AMZN,Amazon Com Inc,Cloud Computing,Cloud - Hyperscalers & Platforms,Primary
AMZN,Amazon Com Inc,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary
AN,"Autonation, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
ANDE,"Andersons, Inc.",Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
ANDE,"Andersons, Inc.",Commodities - Agriculture,"Comm Agri - Grains, Oilseeds & Softs",Secondary
ANET,"Arista Networks, Inc.",Hardware,Hardware - Communications & Telecom,Primary
ANET,"Arista Networks, Inc.",Hardware,Hardware - Networking Equipment,Secondary
ANF,Abercrombie & Fitch Co /De/,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary
AON,Aon Plc,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
AOS,Smith A O Corp,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary
APA,Apa Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
APD,"Air Products & Chemicals, Inc.",Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
APG,APi Group Corp,Industrials & Construction,Industrials - Engineering & Construction,Primary
APG,APi Group Corp,Industrials & Construction,Industrials - Building Products & HVAC,Secondary
APH,Amphenol Corp /De/,Hardware,Hardware - Communications & Telecom,Primary
APO,"Apollo Global Management, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
APP,Applovin Corp,Artificial Intelligence,"AI - Ads, Search & Recommendations",Primary
APP,Applovin Corp,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary
APPF,Appfolio Inc,Software,Software - Vertical SaaS Platforms,Primary
APTV,Aptiv Plc,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
APTV,Aptiv Plc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary
AR,Antero Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary
ARAY,Accuray Inc,Industrial Automation & Robotics,Robotics - Medical & Surgical Robotics,Primary
ARCB,Arcbest Corp /De/,Transportation & Logistics,"Transportation - Trucking, LTL & Ground Freight",Primary
ARCT,Arcturus Therapeutics Holdings Inc.,Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Primary
ARE,"Alexandria Real Estate Equities, Inc.",Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
AREC,American Resources Corp,Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary
ARES,Ares Management Corp,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
ARLO,"Arlo Technologies, Inc.",Smart Home & IoT,Smart Home - Connected Devices & Appliances,Primary
ARLO,"Arlo Technologies, Inc.",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary
ARLP,Alliance Resource Partners Lp,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
ARM,Arm Holdings Plc /Uk,Semiconductors,Semis - EDA Tools & Design Software,Primary
ARM,Arm Holdings Plc /Uk,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Secondary
ARMK,Aramark,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
ARQQ,Arqit Quantum Inc.,Semiconductors,Semis - Emerging Technologies,Primary
ARW,"Arrow Electronics, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
ARW,"Arrow Electronics, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Secondary
ARWR,"Arrowhead Pharmaceuticals, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
ASAN,"Asana, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
ASB,Associated Banc-Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
ASH,Ashland Inc.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
ASML,Asml Holding Nv,Semiconductors,"Semis - Equipment, Lithography & Deposition",Primary
ASML,Asml Holding Nv,Hardware,Hardware - Next-Gen & Specialty,Secondary
ASPN,Aspen Aerogels Inc,Nanotechnology,NanoTech - Energy & Environment,Primary
ASTS,"Ast Spacemobile, Inc.",Telecommunications,Telecom - Satellite & Space Communication,Primary
ASTS,"Ast Spacemobile, Inc.",Space Tech,"Space - Infrastructure, Exploration & Launch",Secondary
ASX,"Ase Technology Holding Co., Ltd.",Semiconductors,"Semis - Testing, Packaging & Assembly",Primary
ATAI,Atai Life Sciences N.V.,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
ATI,Ati Inc,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
ATLX,Atlas Lithium Corp,Commodities - Metals,Comm Metals - Battery & Energy Transition Metals,Primary
ATO,Atmos Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
ATO,Atmos Energy Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
ATOM,Atomera Inc,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
ATR,"Aptargroup, Inc.",Industrials & Construction,Industrials - Packaging & Containers,Primary
ATR,"Aptargroup, Inc.",Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Secondary
AU,Anglogold Ashanti Plc,Commodities - Metals,Comm Metals - Gold,Primary
AUID,Authid Inc.,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
AUR,"Aurora Innovation, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
AUR,"Aurora Innovation, Inc.",Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Secondary
AVAV,Aerovironment Inc,Defense & Aerospace,Defense - Drones & Anti-Drone Systems,Primary
AVGO,Broadcom Inc.,Semiconductors,"Semis - Logic & CPUs, GPUs, Accelerators",Primary
AVGO,Broadcom Inc.,Semiconductors,Semis - Wireless & Connectivity,Secondary
AVNT,Avient Corp,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
AVT,"Avnet, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
AVT,"Avnet, Inc.",Hardware,Hardware - Data Center Infrastructure & Servers,Secondary
AVTR,"Avantor, Inc.",Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
AVTR,"Avantor, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary
AVY,Avery Dennison Corp,Industrials & Construction,Industrials - Packaging & Containers,Primary
AVY,Avery Dennison Corp,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Secondary
AWK,"American Water Works Company, Inc.",Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary
AWR,American States Water Co,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary
AWRE,Aware Inc /Ma/,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
AXON,"Axon Enterprise, Inc.",Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
AXON,"Axon Enterprise, Inc.",Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
AXP,American Express Co,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
AXTA,Axalta Coating Systems Ltd.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
AYI,Acuity Inc.,Industrials & Construction,Industrials - Building Products & HVAC,Primary
AYI,Acuity Inc.,Smart Home & IoT,Smart Home - Automation & Control Systems,Secondary
AZN,Astrazeneca Plc,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Primary
AZO,Autozone Inc,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
B,Barrick Mining Corporation,Commodities - Metals,Comm Metals - Gold,Primary
B,Barrick Mining Corporation,Commodities - Metals,Comm Metals - Precious Metals,Secondary
BA,Boeing Co,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Primary
BA,Boeing Co,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
BABA,Alibaba Group Holding Ltd,Cloud Computing,Cloud - Hyperscalers & Platforms,Primary
BAC,Bank Of America Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
BAH,Booz Allen Hamilton Holding Corp,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
BALL,Ball Corp,Environmental Sustainability,Environmental - Waste Management & Recycling,Primary
BALY,Bally'S Corp,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Primary
BAX,Baxter International Inc,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
BB,Blackberry Ltd,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Primary
BBAI,"Bigbear.Ai Holdings, Inc.",Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Primary
BBAI,"Bigbear.Ai Holdings, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary
BBWI,"Bath & Body Works, Inc.",Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
BBY,Best Buy Co Inc,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
BBY,Best Buy Co Inc,E-commerce,E-commerce - Retail Media & Advertising,Secondary
BC,Brunswick Corp,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
BCO,Brink's Co,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
BDC,Belden Inc.,Hardware,Hardware - Networking Equipment,Primary
BDC,Belden Inc.,Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Secondary
BDX,Becton Dickinson & Co,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
BE,Bloom Energy Corp,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
BEAM,Beam Therapeutics Inc.,Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
BEEM,Beam Global,Electric Vehicles & Mobility,EVs - Charging & Infrastructure,Primary
BEEM,Beam Global,Electric Vehicles & Mobility,EVs - Autonomous Driving & Fleet,Secondary
BEN,"Franklin Resources, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
BEP,Brookfield Renewable Partners L.P.,Energy - Renewable,Energy Clean - Solar,Primary
BEP,Brookfield Renewable Partners L.P.,Energy - Renewable,Energy Clean - Wind,Secondary
BEPC,Brookfield Renewable Corp,Environmental Sustainability,Environmental - Climate Technologies & Carbon Solutions,Primary
BEPC,Brookfield Renewable Corp,Environmental Sustainability,Environmental - Sustainable Agriculture & Resource Management,Secondary
BF.B,Brown-Forman Corp,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
BG,Bunge Global Sa,Agriculture & FoodTech,Agriculture - Agri-Food Processing & Distribution,Primary
BG,Bunge Global Sa,Commodities - Agriculture,"Comm Agri - Grains, Oilseeds & Softs",Secondary
BHF,"Brighthouse Financial, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
BHP,Bhp Group Ltd,Energy - Renewable,Energy Clean - Materials & Critical Metals,Primary
BHP,Bhp Group Ltd,Commodities - Metals,Comm Metals - Industrial & Base Metals,Secondary
BIDU,"Baidu, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Primary
BIDU,"Baidu, Inc.",Artificial Intelligence,"AI - Apps, Domain-Specific AI",Secondary
BIIB,Biogen Inc.,Healthcare & Biotech,Healthcare - Age-Related & Longevity Therapeutics,Primary
BILL,"Bill Holdings, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
BIO,"Bio-Rad Laboratories, Inc.",Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary
BIOX,Bioceres Crop Solutions Corp.,Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
BIRD,"Allbirds, Inc.",E-commerce,E-commerce - Direct-to-Consumer,Primary
BJ,"BJ's Wholesale Club Holdings, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
BJ,"BJ's Wholesale Club Holdings, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Secondary
BKD,Brookdale Senior Living Inc.,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
BKH,Black Hills Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
BKH,Black Hills Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
BKKT,"Bakkt Holdings, Inc.",Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Primary
BKNG,Booking Holdings Inc.,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary
BKNG,Booking Holdings Inc.,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Secondary
BKR,Baker Hughes Co,Energy - Traditional,Energy Base - Oilfield Services & Equipment,Primary
BKSY,Blacksky Technology Inc.,Defense & Aerospace,Defense - Space Technology & Satellite Services,Primary
BKSY,Blacksky Technology Inc.,Space Tech,Space - Data Analytics & Earth Observation,Secondary
BKYI,Bio Key International Inc,Cybersecurity,"Cybersecurity - Identity, Biometrics & Access Management",Primary
BLD,Topbuild Corp,Industrials & Construction,Industrials - Building Products & HVAC,Primary
BLDP,Ballard Power Systems Inc.,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
BLDR,"Builders Firstsource, Inc.",Industrials & Construction,Industrials - Building Products & HVAC,Primary
BLDR,"Builders Firstsource, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Secondary
BLK,"Blackrock, Inc.",Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
BLK,"Blackrock, Inc.",Crypto & Blockchain,"Blockchain - Platforms, Tokenization & Financial Services",Secondary
BLKB,Blackbaud Inc,Software,Software - Vertical SaaS Platforms,Primary
BLNK,Blink Charging Co.,Electric Vehicles & Mobility,EVs - Charging & Infrastructure,Primary
BMBL,Bumble Inc.,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary
BMRN,Biomarin Pharmaceutical Inc.,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
BMY,Bristol Myers Squibb Co,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Primary
BMY,Bristol Myers Squibb Co,Healthcare & Biotech,Healthcare - Age-Related & Longevity Therapeutics,Secondary
BNED,"Barnes & Noble Education, Inc.",Education Technology,Education - Digital Curriculum,Primary
BNTX,Biontech Se,Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Primary
BNTX,Biontech Se,Healthcare & Biotech,Healthcare - Oncology & Precision Cancer Therapeutics,Secondary
BNY,BNY Mellon Corp,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
BODI,"Beachbody Company, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Primary
BP,Bp Plc,Energy - Traditional,Energy Base - Integrated Energy Majors,Primary
BP,Bp Plc,Commodities - Energy,Comm Energy - Crude Oil,Secondary
BR,"Broadridge Financial Solutions, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
BR,"Broadridge Financial Solutions, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Secondary
BRBR,"Bellring Brands, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
BRK-B,Berkshire Hathaway Inc.,Conglomerates & Diversified Holdings,Diversified Holdings & Multi-Industry Conglomerates,Primary
BRKR,Bruker Corp,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Primary
BRO,"Brown & Brown, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
BROS,Dutch Bros Inc.,Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
BRX,Brixmor Property Group Inc.,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
BRZE,"Braze, Inc.",Software,"Software - Collaboration, CRM & Communications",Primary
BSX,Boston Scientific Corp,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
BSX,Boston Scientific Corp,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Secondary
BSY,Bentley Systems Inc,Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Primary
BSY,Bentley Systems Inc,Software,Software - Vertical SaaS Platforms,Secondary
BTDR,Bitdeer Technologies Group,Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary
BTU,Peabody Energy Corp,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
BURL,"Burlington Stores, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
BURL,"Burlington Stores, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Secondary
BVN,Buenaventura Mining Co Inc,Commodities - Metals,Comm Metals - Precious Metals,Primary
BWA,Borgwarner Inc,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary
BWXT,"Bwx Technologies, Inc.",Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
BWXT,"Bwx Technologies, Inc.",Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Secondary
BX,Blackstone Inc.,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
BXP,"Bxp, Inc.",Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
BYD,Boyd Gaming Corp,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Primary
